Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NVDA,NVDA,NVDA,NVDA,NVDA,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT
2026-01-26,239.97999572753906,240.9499969482422,237.5399932861328,238.4199981689453,32825500,665.1300048828125,675.280029296875,661.2899780273438,672.3599853515625,16327400,251.24490015634893,256.32015295784896,249.5664780183616,255.17123413085938,55969200,187.16000366210938,189.1199951171875,185.99000549316406,186.47000122070312,124799600,445.0,445.0400085449219,434.2799987792969,435.20001220703125,49397400,327.80999755859375,335.8399963378906,327.0,333.260009765625,26042100,465.30999755859375,474.25,462.0,470.2799987792969,29291200
2026-01-27,239.69000244140625,244.8800048828125,238.0800018310547,244.67999267578125,38029200,674.5900268554688,676.8200073242188,664.6599731445312,672.969970703125,13297400,258.92771692213245,261.70511669708895,257.96859246831417,258.0285339355469,49648300,187.24000549316406,190.0,185.6999969482422,188.52000427246094,143711600,437.4100036621094,437.5199890136719,430.69000244140625,430.8999938964844,37733100,335.3699951171875,337.9100036621094,333.4800109863281,334.54998779296875,21636200,473.70001220703125,482.8699951171875,473.1600036621094,480.5799865722656,29213900
2026-01-28,246.3699951171875,247.77999877929688,241.52999877929688,243.00999450683594,40882700,674.5,677.6799926757812,666.0999755859375,668.72998046875,25709600,257.409147241713,258.61800761819165,254.27208306792676,256.2002868652344,41288000,191.27000427246094,192.35000610351562,189.83999633789062,191.52000427246094,148552700,431.9100036621094,438.260009765625,430.1000061035156,431.4599914550781,54857400,336.05999755859375,337.5400085449219,331.94000244140625,336.010009765625,27434400,483.2099914550781,483.739990234375,478.0,481.6300048828125,36875400
2026-01-29,242.82000732421875,243.0,236.74000549316406,241.72999572753906,47229600,737.4299926757812,744.0,712.5499877929688,738.3099975585938,59852900,257.75880668092503,259.4072580677027,254.17216647920577,258.0385437011719,67253000,191.33999633789062,193.47999572753906,186.05999755859375,192.50999450683594,171764400,437.79998779296875,440.2300109863281,414.6199951171875,416.55999755859375,81686100,340.29998779296875,342.2900085449219,326.5400085449219,338.25,39785600,439.989990234375,442.5,421.0199890136719,433.5,128855300
2026-01-30,239.88999938964844,243.32000732421875,237.63999938964844,239.3000030517578,46585000,727.5,732.1699829101562,713.5900268554688,716.5,23744600,254.93144331105526,261.6551472598355,251.94423313215475,259.2374267578125,92443400,191.2100067138672,194.49000549316406,189.47000122070312,191.1300048828125,179489500,425.3500061035156,439.8800048828125,422.70001220703125,430.4100036621094,82626100,340.0,340.0,332.2900085449219,338.0,31024000,439.1700134277344,439.6000061035156,426.45001220703125,430.2900085449219,58566800
2026-02-02,238.30999755859375,245.6300048828125,238.1699981689453,242.9600067138672,37546100,714.5999755859375,721.2999877929688,703.52001953125,706.4099731445312,14365200,259.7869174093499,270.2371306501278,258.9676766447768,269.7575988769531,73913400,187.1999969482422,190.3000030517578,184.8800048828125,185.61000061035156,165794100,421.2900085449219,427.1499938964844,414.5,421.80999755859375,58739500,336.2200012207031,344.8299865722656,335.6300048828125,343.69000244140625,32006100,430.239990234375,430.739990234375,422.25,423.3699951171875,42219900
2026-02-03,244.97999572753906,246.35000610351562,235.4499969482422,238.6199951171875,53831300,707.3699951171875,717.0,686.4099731445312,691.7000122070312,13760700,268.9483513556569,271.6258386480508,267.3598109321867,269.22808837890625,64394700,186.24000549316406,186.27000427246094,176.22999572753906,180.33999633789062,204019600,424.2699890136719,428.55999755859375,413.69000244140625,421.9599914550781,56886500,347.3399963378906,349.0,337.4700012207031,339.7099914550781,36506700,422.010009765625,422.04998779296875,408.55999755859375,411.2099914550781,61424100
2026-02-04,238.86000061035156,238.86000061035156,231.82000732421875,232.99000549316406,51299900,687.72998046875,688.8300170898438,667.4600219726562,668.989990234375,16882800,272.03545112075,278.68922850453845,272.03545112075,276.23150634765625,90545700,179.4600067138672,179.5800018310547,171.91000366210938,174.19000244140625,207014100,420.4599914550781,423.8999938964844,399.17999267578125,406.010009765625,74606900,342.9599914550781,343.30999755859375,328.5199890136719,333.0400085449219,70618400,411.0,419.79998779296875,409.239990234375,414.19000244140625,45012400
2026-02-05,224.91000366210938,226.30999755859375,220.3800048828125,222.69000244140625,103509200,663.5800170898438,681.5,653.5,670.2100219726562,17131800,277.86999494352693,279.2387093202658,272.97458180817284,275.6520690917969,52977400,174.92999267578125,176.82000732421875,171.02999877929688,171.8800048828125,206312900,397.0199890136719,402.1000061035156,387.5299987792969,397.2099914550781,72819800,312.2200012207031,332.69000244140625,306.4599914550781,331.25,88205800,407.44000244140625,408.29998779296875,392.32000732421875,393.6700134277344,66289200
2026-02-06,202.6999969482422,211.44000244140625,200.30999755859375,210.32000732421875,179210900,665.489990234375,671.989990234375,646.5,661.4600219726562,18159300,276.8609202349588,280.6473855638201,276.67109542368036,277.8599853515625,50453400,176.69000244140625,187.0,174.60000610351562,185.41000366210938,231346200,400.8699951171875,414.54998779296875,397.75,411.1099853515625,62677100,327.17999267578125,330.3800048828125,319.9200134277344,322.8599853515625,56380500,399.1700134277344,401.7900085449219,392.9200134277344,401.1400146484375,53515300
2026-02-09,208.97000122070312,212.80999755859375,203.35000610351562,208.72000122070312,91178400,663.1799926757812,683.3099975585938,658.780029296875,677.219970703125,14837500,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,184.25999450683594,193.66000366210938,183.9499969482422,190.0399932861328,196387400,409.9100036621094,421.25,407.2900085449219,417.32000732421875,54484300,320.92999267578125,327.70001220703125,317.260009765625,324.32000732421875,39640100,404.8500061035156,414.8900146484375,400.8699951171875,413.6000061035156,45480500
2026-02-10,208.8000030517578,212.64999389648438,206.41000366210938,206.9600067138672,66933700,677.5999755859375,680.6500244140625,669.7899780273438,670.719970703125,10441300,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34341400,191.3800048828125,192.47999572753906,188.1199951171875,188.5399932861328,136445100,418.0799865722656,427.25,417.0,425.2099914550781,64320500,320.9700012207031,321.6700134277344,314.6099853515625,318.5799865722656,39138600,419.6199951171875,423.67999267578125,412.70001220703125,413.2699890136719,44795700
2026-02-11,208.07000732421875,208.57000732421875,204.1750030517578,205.58999633789062,22736874,674.0,679.2675170898438,660.9500122070312,672.625,4816555,274.69500732421875,279.9049987792969,274.45001220703125,279.6700134277344,17207199,192.4199981689453,193.25999450683594,188.77000427246094,191.5449981689453,60849532,427.9549865722656,436.3500061035156,420.0299987792969,423.8699951171875,25197397,319.04998779296875,321.05999755859375,311.5,312.4800109863281,13053263,416.093994140625,416.4599914550781,402.82000732421875,404.6300048828125,13425086
